"ID" "CONTEXT" "NKJP" "Pantera" "WMBT" "WCRFT" "Concraft"
70292 "Okręgu Generalnego Warszawa , statek &quot; >>Różycki<< &quot; od Sekcji Eksploatacji Dróg " "subst:sg:nom:m2" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
70380 "- Każdy hałas wywołuje lęk . >>Skrzypiące<< drzwi powodują , że zrywam " "pact:pl:nom:n:imperf:aff" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos"
70419 "chce nie tylko udostępniać miejsce na >>vlogi<< , lecz także wzbogacić swoją " "subst:sg:acc:m3" "ign" "ign" "subst:sg:acc:n" "subst:sg:loc:f"
70422 "udostępniać miejsce na vlogi , lecz >>także<< wzbogacić swoją wyszukiwarkę o funkcję " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
70462 "ci win na 25 lat . >>14-letni<< chłopak nie jadł , nie " "adj:sg:nom:m1:pos" "ign" "ign" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
70498 "że na racjonalnej prywatyzacji placówek skorzystają >>wszyscy<< - finanse publiczne , inwestorzy " "adj:pl:nom:m1:pos" "subst:pl:nom:m1" "subst:pl:nom:m1" "subst:pl:nom:m1" "subst:pl:nom:m1"
70528 "Przedsiębiorczości i Zarządzania im . Leona >>Koźmińskiego<< w Warszawie . Nie uważam " "subst:sg:gen:m1" "adj:sg:gen:m1:pos" "adj:sg:gen:m1:pos" "adj:sg:gen:m1:pos" "adj:sg:gen:m1:pos"
70540 ", żeby na przykład Marksa szczególnie >>kompromitował<< romans ze służącą . Bo " "praet:sg:m3:imperf:agl,praet:sg:m3:imperf:nagl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl" "praet:sg:m1:imperf:nagl,praet:sg:m1:imperf:agl"
70541 "żeby na przykład Marksa szczególnie kompromitował >>romans<< ze służącą . Bo przecież " "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
70597 "chrześcijaństwo . Nie ulega dla mnie >>wątpliwości<< , że oni posunęli się " "subst:sg:dat:f" "subst:pl:nom:f" "subst:sg:gen:f" "subst:pl:gen:f" "subst:sg:gen:f"
70665 "o solidarność Stolicy Apostolskiej z przeciwstawianymi >>jej<< Kościołami lokalnymi , ale po " "ppron3:sg:dat:f:ter:akc:npraep" "ppron3:sg:gen:f:ter:akc:npraep" "ppron3:sg:gen:f:ter:akc:npraep" "ppron3:sg:gen:f:ter:akc:npraep" "ppron3:sg:gen:f:ter:akc:npraep"
70700 "bez zająknięcia wymagane egzaminy . Od >>dawna<< do szewskiej pasji doprowadzali go " "adjp" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos" "adj:sg:nom:f:pos"
70798 "psami - perswadował em . - >>Finek<< , skurczybyk , już się " "subst:sg:nom:m2" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f"
70800 "perswadował em . - Finek , >>skurczybyk<< , już się gdzieś schował " "subst:sg:nom:m2" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1" "subst:sg:nom:m1"
70805 ", skurczybyk , już się gdzieś >>schował<< . Teraz nas zaaresztują . " "praet:sg:m2:perf:agl,praet:sg:m2:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl"
70833 ". W 1336 r . nastąpił >>kolejnym<< wyłom w niezależnej polityce najbliższych " "adj:sg:nom:m3:pos" "adj:pl:dat:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos"
70849 "lenny złożył stryj księcia świdnickiego Bolko >>II<< Ziębicki skuszony oddaniem mu w " "adj:sg:nom:m1:pos" "interj" "interj" "interj" "interj"
70850 "złożył stryj księcia świdnickiego Bolko II >>Ziębicki<< skuszony oddaniem mu w dożywotnie " "subst:sg:nom:m1" "adj:sg:nom:m1:pos" "adj:sg:nom:m1:pos" "adj:sg:nom:m1:pos" "adj:sg:nom:m1:pos"
70865 "( inną przyczyną było zawarcie umów >>polsko<< - czeskich w Trenczynie i " "adja" "subst:sg:voc:f" "adv:pos" "adv:pos" "adv:pos"
70876 "i Wyszehradzie , w których Kazimierz >>III<< Wielki rezygnował ( wprawdzie nie " "adj:sg:nom:m1:pos" "interj" "interj" "interj" "interj"
70896 ". – chrupnęła . . – >>choć<< do ciotki choć . – " "impt:sg:sec:imperf" "comp" "comp" "comp" "comp"
70899 ". . – choć do ciotki >>choć<< . – yhm . . " "impt:sg:sec:imperf" "comp" "comp" "qub:wok,qub:nwok" "comp"
70909 ". . – bo zamiast w >>prawo<< na trzy siostry skręcił em " "adjp" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
70921 "tego dnia na te . . >>Mecze<< kwalifikacyjne do Ligi Mistrzów &quot; " "subst:pl:acc:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3"
70922 "dnia na te . . Mecze >>kwalifikacyjne<< do Ligi Mistrzów &quot; Manolis " "adj:pl:acc:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos"
71021 ", że &quot; pociąg doznał opóźnienia >>5<< minut &quot; . Kapitał obcy " "num:pl:nom:f:rec" "ign" "ign" "num:pl:gen:f:congr" "num:pl:acc:f:rec"
71079 ". Wcześniej jednak na tapetę wzięły >>przedstawiony<< przez Zarząd Gminy projekt budżetu " "ppas:sg:acc:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff" "ppas:sg:nom:m3:perf:aff"
71121 "wyglądać od strony metodologicznej ? Czemu >>wielu<< ? O ile wiem , " "num:pl:gen:n:congr" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec" "num:pl:nom:m1:rec"
71161 "ale zasada ta sama : durne >>lex<< , sed lex . [ " "xxx" "ign" "ign" "subst:pl:nom:n" "subst:sg:nom:m2"
71194 ". . . ( ang . >>A<< Murder is Announced ) - " "xxx" "conj" "conj" "conj" "conj"
71195 ". . ( ang . A >>Murder<< is Announced ) - powieść " "xxx" "ign" "ign" "subst:sg:nom:m3" "subst:sg:nom:m3"
71196 ". ( ang . A Murder >>is<< Announced ) - powieść Agathy " "xxx" "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:gen:m3"
71197 "( ang . A Murder is >>Announced<< ) - powieść Agathy Christie " "xxx" "ign" "ign" "subst:sg:nom:m3" "subst:sg:gen:m3"
71201 "Murder is Announced ) - powieść >>Agathy<< Christie napisana w 1950 roku " "subst:sg:gen:f" "ign" "ign" "subst:sg:nom:f" "subst:sg:nom:f"
71238 "po czym wędrując w górę rzeki >>La<< Trobe , dotarł do jej " "subst:sg:gen:f" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
71239 "czym wędrując w górę rzeki La >>Trobe<< , dotarł do jej źródeł " "subst:sg:gen:f" "ign" "ign" "subst:sg:nom:n" "subst:sg:nom:n"
71359 "Niestety mam tłustą skórę , dlatego >>szczególnie<< latem polecam nawilżająco - matujący " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
71362 "skórę , dlatego szczególnie latem polecam >>nawilżająco<< - matujący krem Estee Lauder " "adja" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
71364 "dlatego szczególnie latem polecam nawilżająco - >>matujący<< krem Estee Lauder Clear Difference " "adj:sg:acc:m3:pos" "pact:sg:nom:m3:imperf:aff" "pact:sg:nom:m3:imperf:aff" "pact:sg:acc:m3:imperf:aff" "pact:sg:nom:m3:imperf:aff"
71400 "fakt , że w Polsce zrobiła >>Glavani<< niesłychaną karierę , kończąc jako " "subst:sg:nom:f" "ign" "ign" "subst:sg:acc:f" "subst:sg:acc:f"
71460 "nieznany &quot; nie oddaje w pełni >>użytego<< określenia . COSMO : W " "ppas:sg:gen:n:perf:aff" "adj:sg:gen:n:pos" "adj:sg:gen:n:pos" "adj:sg:gen:n:pos" "adj:sg:gen:n:pos"
71513 "doceniających nowe doznania , czyli dla >>ciebie<< . Lili Marlene - niewielki " "ppron12:sg:gen:f:sec:akc" "ppron12:sg:gen:m1:sec:akc" "ppron12:sg:gen:m1:sec:akc" "ppron12:sg:gen:m1:sec:akc" "ppron12:sg:gen:m1:sec:akc"
71515 "doznania , czyli dla ciebie . >>Lili<< Marlene - niewielki pub niedaleko " "subst:sg:nom:f" "ign" "ign" "subst:sg:nom:m1" "subst:sg:gen:f"
71520 ". Lili Marlene - niewielki pub >>niedaleko<< molo , w wystroju wnętrza " "prep:gen:wok,prep:gen:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
71521 "Lili Marlene - niewielki pub niedaleko >>molo<< , w wystroju wnętrza dominują " "subst:sg:gen:n" "subst:sg:nom:n" "subst:sg:acc:n" "subst:sg:acc:n" "subst:sg:acc:n"
71596 "z literatury amerykańskiej w Instytucie Anglistyki >>UW<< i seminarium o Annie Kareninie " "subst:sg:gen:m3" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
71604 "seminarium o Annie Kareninie i Emmie >>Bovary<< na Gender Studies UW . " "subst:sg:loc:f" "subst:sg:gen:f" "subst:sg:nom:f" "subst:sg:nom:f" "subst:sg:gen:f"
71605 "o Annie Kareninie i Emmie Bovary >>na<< Gender Studies UW . Z " "prep:loc:wok,prep:loc:nwok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok" "prep:acc:nwok,prep:acc:wok"
71606 "Annie Kareninie i Emmie Bovary na >>Gender<< Studies UW . Z badań " "subst:pl:loc:n" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
71607 "Kareninie i Emmie Bovary na Gender >>Studies<< UW . Z badań , " "subst:pl:loc:n" "ign" "ign" "subst:sg:gen:m3" "subst:sg:nom:f"
71622 "świecie , wynika , że 34 >>%<< aktywnych seksualnie młodych ludzi ( " "subst:sg:nom:m3" "interp" "interp" "interp" "interp"
71629 "aktywnych seksualnie młodych ludzi ( 40 >>%<< mężczyzn i 28 % kobiet " "subst:sg:nom:m3" "interp" "interp" "interp" "interp"
71633 "( 40 % mężczyzn i 28 >>%<< kobiet ) przyznaje się do " "subst:sg:nom:m3" "interp" "interp" "interp" "interp"
71690 "Milion dolarów skusił też architekta i >>instruktora<< baloniarstwa Kevina Uliassi . Na " "subst:sg:acc:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
71692 "skusił też architekta i instruktora baloniarstwa >>Kevina<< Uliassi . Na początku przyszłego " "subst:sg:acc:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1" "subst:sg:gen:m1"
71693 "też architekta i instruktora baloniarstwa Kevina >>Uliassi<< . Na początku przyszłego tygodnia " "subst:sg:acc:m1" "ign" "ign" "subst:sg:gen:m1" "subst:sg:gen:m1"
71801 "technicznej na terenie strefy . czyli >>to<< . to wszystko sobie kurcze " "adj:sg:acc:n:pos" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "pred"
71806 "czyli to . to wszystko sobie >>kurcze<< przygotować . yhm . . " "subst:sg:nom:n" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3" "subst:pl:acc:m3"
71809 "to wszystko sobie kurcze przygotować . >>yhm<< . . wcześniej żeby było " "interj" "ign" "ign" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
71815 "yhm . . wcześniej żeby było >>rozciapciane<< . – ale wiecie co " "ppas:sg:nom:n:perf:aff" "ign" "ign" "subst:sg:nom:n" "adj:sg:nom:n:pos"
71833 ". bo Kacper to już jest >>kurcze<< on już ma siedem lat " "subst:sg:nom:n" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3"
71844 "lat będzie miał . to już >>tam<< tych zniżek ma mało nie " "qub:wok,qub:nwok" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup" "adv:pos,adv:com,adv:sup"
71848 "to już tam tych zniżek ma >>mało<< nie ? &quot; Otworzyć okna " "num:pl:acc:f:rec" "adv:pos" "adv:pos" "num:pl:acc:n:rec" "adv:pos"
71855 "nie ? &quot; Otworzyć okna ? >>Gajowy<< mu do gardła przystawił dwururkę " "subst:sg:nom:m1" "adj:sg:acc:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m1:pos" "adj:sg:nom:m1:pos"
71856 "? &quot; Otworzyć okna ? Gajowy >>mu<< do gardła przystawił dwururkę . " "ppron3:sg:dat:m2:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep" "ppron3:sg:dat:m1:ter:nakc:npraep"
71862 "mu do gardła przystawił dwururkę . >>Co<< zrobił z babcią i Czerwonym " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:acc:n"
71864 "do gardła przystawił dwururkę . Co >>zrobił<< z babcią i Czerwonym Kapturkiem " "praet:sg:m2:perf:agl,praet:sg:m2:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
71868 ". Co zrobił z babcią i >>Czerwonym<< Kapturkiem ? Jak w tajemniczej " "subst:sg:inst:m2" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos" "adj:sg:inst:m3:pos"
71869 "Co zrobił z babcią i Czerwonym >>Kapturkiem<< ? Jak w tajemniczej opowieści " "subst:sg:inst:m2" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3" "subst:sg:inst:m3"
71929 "dla naszych praktycznych działań oraz dla >>interpretacji<< innych dyskursów i własnego procesu " "subst:pl:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
71962 "Anatol Krasouski . Każdy chce ugrać >>swoje<< . Teraz , bardziej niż " "subst:sg:acc:n" "adj:sg:acc:n:pos" "adj:pl:acc:m3:pos" "adj:sg:acc:n:pos" "adj:pl:acc:n:pos"
72064 "niż ojca czy stryja . - >>A<< co , czy najem się " "qub:wok,qub:nwok" "conj" "conj" "conj" "conj"
72065 "ojca czy stryja . - A >>co<< , czy najem się recenzjami " "qub:wok,qub:nwok" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n"
72149 "1 pkt 2 lub art . >>262<< § 2 pkt 3 , " "adj:sg:loc:m3:pos" "ign" "ign" "adj:sg:gen:m3:pos" "adj:sg:gen:m3:pos"
72284 "może _ program _ . A >>bomby<< i tak trzeba gdzieś zrzucić " "subst:pl:acc:f" "subst:pl:nom:f" "subst:sg:gen:f" "subst:pl:nom:f" "subst:pl:nom:f"
72286 "program _ . A bomby i >>tak<< trzeba gdzieś zrzucić . . " "qub:wok,qub:nwok" "adv:pos" "adv:pos" "adv:pos" "adv:pos"
72337 "znalazło by to &quot; zapewne &quot; >>wyraźne<< odbicie w tym przepisie . " "adj:sg:acc:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
72338 "by to &quot; zapewne &quot; wyraźne >>odbicie<< w tym przepisie . Jedne " "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:nom:n" "subst:sg:nom:n" "ger:sg:nom:n:perf:aff"
72433 "Alicja . Nikt nie śmiał zadać >>pytania<< . Chłopak umilkł . Patrzył " "subst:sg:gen:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n" "subst:pl:acc:n"
72457 "a potem zobaczył wychodzącego z wody >>Abiba<< i jakby się spłoszył . " "subst:sg:acc:m1" "ign" "ign" "subst:sg:gen:m3" "subst:sg:nom:f"
72487 "spytał Abib , kiedy wreszcie , >>ociekający<< wodą , usiedli przy stoliku " "pact:pl:nom:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m1:imperf:aff" "pact:sg:nom:m3:imperf:aff" "pact:sg:nom:m3:imperf:aff"
72509 "wydał mi się całkiem sympatyczny . >>Znów<< się zawahała , ale nie " "adv:pos,adv:com,adv:sup" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
72519 "ale nie miała przecież nic do >>ukrycia<< . Powiedział więc , że " "subst:sg:gen:n" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff"
72579 "Mieście Gdańsk należą się odszkodowania - >>postanowił<< wczoraj sąd krajowy w Kolonii " "praet:sg:m3:perf:agl,praet:sg:m3:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl" "praet:sg:m1:perf:agl,praet:sg:m1:perf:nagl"
72629 ". Wiele razy słyszała od Wacka >>opowieści<< o wizytach Tyrmanda w Krakowie " "subst:pl:acc:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:pl:gen:f"
72673 "jest festiwal . Michała Zadary . >>najmłodszego<< i najbardziej że tak powiem " "adj:sg:gen:m1:sup" "adj:sg:gen:n:sup" "adj:sg:gen:m3:sup" "adj:sg:gen:n:sup" "adj:sg:gen:m3:sup"
72680 "i najbardziej że tak powiem rzutkiego >>y<< . reżysera współczesności . Rekordowo " "interj" "brev:pun" "brev:pun" "brev:pun" "brev:pun"
72686 "y . reżysera współczesności . Rekordowo >>duże<< trojaczki - dwóch chłopców i " "adj:pl:nom:m2:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:n:pos"
72687 ". reżysera współczesności . Rekordowo duże >>trojaczki<< - dwóch chłopców i dziewczynka " "subst:pl:nom:m2" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:m3" "subst:pl:nom:n"
72694 "- dwóch chłopców i dziewczynka - >>urodziły<< się w sobotę w Białymstoku " "praet:pl:m2:perf:nagl,praet:pl:m2:perf:agl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:n:perf:agl,praet:pl:n:perf:nagl"
72710 "wczesnych latach 80 . Witam ! >>Destruction<< Of Dresden http://www.fpp.co.uk/books/Goebbels/Goebbels.pdf http://www.fpp.co.uk/books/Nuremberg/NUREMBERG.pdf A " "xxx" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m3"
72711 "latach 80 . Witam ! Destruction >>Of<< Dresden http://www.fpp.co.uk/books/Goebbels/Goebbels.pdf http://www.fpp.co.uk/books/Nuremberg/NUREMBERG.pdf A oba " "xxx" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m3"
72712 "80 . Witam ! Destruction Of >>Dresden<< http://www.fpp.co.uk/books/Goebbels/Goebbels.pdf http://www.fpp.co.uk/books/Nuremberg/NUREMBERG.pdf A oba kościoły " "xxx" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m3"
72726 "wschodni i zachodni , rzeczywiście daleko >>odeszły<< od &quot; pierwotnego chrystianizmu &quot; " "praet:pl:m3:perf:nagl,praet:pl:m3:perf:agl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "praet:pl:f:perf:agl,praet:pl:f:perf:nagl" "adj:sg:nom:m3:pos"
72742 ", przez katarów . . . >>:)))))))))))))))))))<< Brzmi nieźle . Nie sądzi " "subst:sg:nom:n" "interp" "interp" "interp" "interp"
72787 "wczoraj o tej porze jechali śmy >>korsą<< nie – o boże nie " "subst:sg:inst:f" "ign" "ign" "subst:sg:acc:f" "adv:pos,adv:com,adv:sup"
72804 "– myślisz że to będę wykasowywać >>twoje<< Policja identyfikowała ofiary na podstawie " "adj:pl:acc:m2:pos" "adj:pl:nom:f:pos" "adj:sg:acc:n:pos" "adj:pl:acc:n:pos" "adj:sg:acc:n:pos"
72810 "twoje Policja identyfikowała ofiary na podstawie >>znalezionych<< przy nich przedmiotów osobistych . " "ppas:pl:gen:m3:perf:aff" "ppas:pl:loc:m3:perf:aff" "ppas:pl:loc:f:perf:aff" "ppas:pl:gen:f:perf:aff" "ppas:pl:loc:m3:perf:aff"
72812 "identyfikowała ofiary na podstawie znalezionych przy >>nich<< przedmiotów osobistych . 10 . " "ppron3:pl:loc:f:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep" "ppron3:pl:gen:m3:ter:akc:praep" "ppron3:pl:loc:m3:ter:akc:praep"
72854 "wszelkiego rodzaju jubileuszach , rocznicach i >>obchodach<< . Karol Szajnocha w dramacie " "subst:pl:loc:n" "subst:pl:loc:m3" "subst:pl:loc:m3" "subst:pl:loc:m3" "subst:pl:loc:m3"
72893 ". Odznaczenia i wyróżnienia mogą być >>przyznane<< również osobom wyróżniającym się szczególną " "ppas:pl:nom:n:perf:aff" "ppas:pl:nom:f:perf:aff" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:m3:perf:aff" "ppas:pl:nom:f:perf:aff"
72921 "to wielka przygoda intelektualna , sprawiająca >>mnóstwo<< satysfakcji , zwłaszcza kiedy z " "num:pl:acc:f:rec" "subst:sg:acc:n" "subst:sg:nom:n" "subst:sg:acc:n" "subst:sg:acc:n"
72952 "w różnego rodzaju bibliografiach , z >>Estreicherową<< na czele , jak również " "adj:sg:inst:f:pos" "ign" "ign" "subst:sg:gen:n" "subst:sg:inst:f"
72956 ", z Estreicherową na czele , >>jak<< również w Centralnym Katalogu Starych " "conj" "adv:pos" "adv:pos" "adv:pos" "adv:pos,adv:com,adv:sup"
72957 "z Estreicherową na czele , jak >>również<< w Centralnym Katalogu Starych Druków " "conj" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok" "qub:wok,qub:nwok"
72974 "Biblioteki Narodowej , w której się >>ów<< katalog znajduje . Skupują dla " "adj:sg:acc:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos" "adj:sg:nom:m3:pos"
72981 "katalog znajduje . Skupują dla niej >>niewolników<< , których zarzyna jak barany " "subst:pl:acc:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1" "subst:pl:gen:m1"
72997 "na ń ze zdumieniem . - >>Sep-Sin<< - odparł niewolnik . - " "subst:sg:nom:m1" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3" "subst:sg:nom:m3"
73008 "- Skąd wiesz ? - badał >>Ab-Ram<< podejrzliwie . - Ozdrowieję może " "subst:sg:nom:m1" "ign" "ign" "subst:sg:nom:m1" "subst:sg:nom:m1"
73050 "się na te słowa : - >>Ja<< jest Lot syn Arana , " "ppron12:sg:nom:m1:pri:nakc" "subst:pl:gen:f" "subst:pl:gen:f" "subst:pl:gen:f" "burk"
73082 "roześmiał się głośno , przytrzymując ręką >>pióra<< na głowie . - Na " "subst:pl:acc:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n" "subst:sg:gen:n"
73099 "opiekunki grodu ! Demony są bardzo >>uparte<< . Na wschodzie , za " "adj:pl:nom:m2:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:f:pos" "adj:pl:nom:m3:pos"
73122 "7 . Rosyjski historyk Berg ( >>11<< ) dysponował niewątpliwie obszernymi materiałami " "adj:sg:nom:n:pos" "ign" "ign" "num:pl:nom:m3:rec" "adj:sg:nom:m3:pos"
73146 "temat słowem nie wspomniał o zdradzie >>powstania<< przez Antoniego Schmidta . W " "subst:sg:gen:n" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff" "ger:sg:gen:n:perf:aff"
73153 "przez Antoniego Schmidta . W czasie >>II<< wojny światowej kilkakrotnie zmienia miejsce " "adj:sg:gen:f:pos" "interj" "interj" "interj" "interj"
73201 "Wysowej i Jaśliskach - po minus >>7<< stopni C , a najcieplej " "num:pl:acc:m3:rec" "ign" "ign" "num:pl:gen:m3:congr" "num:pl:gen:m3:congr"
73269 "Jakie jest oblicze tego komunizmu , >>które<< pani widzi w Europie ? " "adj:sg:acc:n:pos" "adj:pl:nom:f:pos" "adj:sg:nom:n:pos" "adj:pl:acc:m3:pos" "adj:pl:nom:m3:pos"
73312 ". . ] Ale pełne powagi >>rady<< dyrektora na temat skarpetek i " "subst:pl:nom:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f" "subst:sg:gen:f"
73329 ". Tego samego dnia otrzymał paszport >>RFN<< i nazajutrz odleciał do Santiago " "subst:sg:gen:n" "subst:sg:acc:m3" "subst:sg:nom:m3" "subst:sg:acc:m3" "subst:sg:acc:m3"
73349 "towarzysze . - A jak wygląda >>polsko<< - chilijska współpraca kulturalno - " "adja" "subst:sg:voc:f" "adv:pos" "adv:pos" "adv:pos"
73361 "naukowa ? Następne pytanie : - >>Jakie<< działania podjął urząd prezydenta w " "adj:pl:acc:n:pos" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos" "adj:pl:nom:n:pos"
73362 "? Następne pytanie : - Jakie >>działania<< podjął urząd prezydenta w sprawie " "subst:pl:acc:n" "subst:pl:nom:n" "subst:pl:nom:n" "subst:pl:nom:n" "subst:pl:nom:n"
73384 "wszystko . Genaro zamówił więc - >>doskonałe<< , jak się okazało - " "adj:pl:acc:f:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos" "adj:sg:nom:n:pos"
73390 "doskonałe , jak się okazało - >>grzanki<< z móżdżkiem , które przypomniały " "subst:pl:acc:f" "subst:pl:nom:f" "subst:pl:nom:f" "subst:sg:gen:f" "subst:pl:nom:f"
73394 "okazało - grzanki z móżdżkiem , >>które<< przypomniały mi pewne spotkanie w " "adj:pl:nom:f:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos" "adj:pl:nom:m3:pos"
